Method,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
KMeans k=4,0.3684441161478491,1.071884652316308,824.208129621625
HC k=5,0.2474228368067311,1.191189205713707,784.1694945699976
HC k=9,0.28886941941863636,0.8734814718092228,831.6192303278368
